target,numax(smooth),numax(smooth)_err,maxamp(smooth),maxamp(smooth)_err,numax(gauss),numax(gauss)_err,maxamp(gauss),maxamp(gauss)_err,fwhm,fwhm_err,dnu,dnu_err
232621005,37.11278970391346,1.0975433048528047,2.4267610441045435e-09,5.675499007219734e-10,37.189890194437574,0.7308961108915093,2.545245372724026e-09,4.936647539133785e-10,5.772291697952078,0.7113040782463128,3.9507606615657167,0.09755940487580464
27006649,33.830167941925,2.5395788376260797,1.9407718600266887e-09,1.0578967948372408e-09,32.344122856536465,2.487537320245696,1.921161730846456e-09,1.0037986029540369e-09,5.4898010341688845,1.592661871514952,3.2645478020079737,0.31744735470326024
271353707,83.7191911866933,4.602999359286051,2.495910700438204e-10,8.73178945522162e-11,77.73572628997563,4.551244667588628,2.963873875222604e-10,9.000845111548726e-11,16.20985749881627,5.586784061188623,6.228884187195389,0.6348964633498015
279049424,53.185981281340176,0.5425710126681972,2.2548189701916158e-08,2.1584340963629187e-09,52.85187164790261,0.3873338891323152,2.1709470497462824e-08,1.9495239017099487e-09,6.3087076260324375,0.4043916225497728,5.553881583329376,0.19216056698665626
299214508,90.21572986150451,0.7804758059038442,8.346137047175313e-10,1.9372100812544997e-10,88.48051536753376,1.2209218509045177,8.343364346498086e-10,1.4440445397234442e-10,11.256471465863816,1.15668312983015,3.4756870473341928,0.4634075097553976
382276084,285.29834003961366,2.9218032515396803,1.4990846877579868e-10,1.6081355320500713e-11,286.07102834042325,1.7953836729164787,1.6351841241891439e-10,1.532371474075425e-11,28.69473489480467,0.8814533350908421,18.95783693724123,0.1693798986399823
416282724,24.409217124223932,1.9046926031768083,3.381919827799e-09,2.2795908696791266e-09,25.569469411868873,1.7885633480700633,3.716939554112886e-09,2.036366114715511e-09,4.0844096097229725,1.0006219550144828,2.7843318551242566,0.31744876719613496
441712711,25.96883566616675,1.552477958494607,4.735120765356223e-09,2.1886338201828877e-09,25.97983941032722,1.2856671273754037,4.875824456117278e-09,2.164960051057729e-09,4.091536915175197,1.2858518088428037,2.7364122619125726,0.3104955916989211
57192070,76.13669261999293,3.8481964564118414,1.582775320023139e-10,8.519878988303196e-11,77.3864038307405,3.1332539820988536,1.8740542408887445e-10,8.045552278731809e-11,8.7196649268418,1.6495950189091677,6.369959084257932,0.9620491141029592
